gender,age,occupation,lower_wage,upper_wage,middle_salary
F,29,2,30000,40000,35000
F,35,2,30000,40000,35000
F,38,2,30000,40000,35000
F,50,2,32000,42000,37000
F,39,2,30000,40000,35000
F,25,2,28000,38000,33000
F,50,2,35000,45000,40000
F,59,2,32000,42000,37000
F,58,2,32000,42000,37000
F,64,2,30000,40000,35000
F,58,2,32000,42000,37000
F,34,2,30000,40000,35000
F,39,2,30000,40000,35000
F,57,2,35000,45000,40000
F,31,2,30000,40000,35000
F,51,2,35000,45000,40000
F,32,2,30000,40000,35000
F,55,2,35000,45000,40000
F,64,2,30000,45000,37500
F,32,2,30000,40000,35000
F,25,2,28000,35000,31500
F,27,2,28000,38000,33000
F,50,2,32000,42000,37000
F,61,2,35000,45000,40000
F,57,2,32000,45000,38500
F,34,2,30000,40000,35000
F,25,2,28000,35000,31500
F,54,2,35000,45000,40000
F,45,2,30000,40000,35000
F,45,2,32000,42000,37000
F,40,2,30000,40000,35000
F,55,2,35000,45000,40000
F,43,2,30000,40000,35000
F,51,2,32000,42000,37000
F,46,2,32000,42000,37000
F,33,2,30000,40000,35000
F,60,2,35000,45000,40000
F,33,2,30000,40000,35000
F,59,2,35000,45000,40000
F,32,2,30000,40000,35000
F,32,2,30000,40000,35000
F,37,2,32000,42000,37000
F,27,2,28000,38000,33000
F,46,2,32000,42000,37000
F,59,2,35000,45000,40000
F,51,2,35000,45000,40000
F,53,2,35000,45000,40000
F,27,2,28000,38000,33000
F,41,2,32000,42000,37000
F,53,2,35000,45000,40000
F,65,2,35000,45000,40000
F,64,2,30000,40000,35000
F,48,2,32000,42000,37000
F,35,2,30000,40000,35000
F,26,2,28000,38000,33000
F,32,2,30000,40000,35000
F,46,2,32000,42000,37000
F,44,2,30000,40000,35000
F,49,2,32000,42000,37000
F,63,2,35000,45000,40000
F,27,2,30000,40000,35000
F,26,2,28000,35000,31500
F,46,2,32000,42000,37000
F,40,2,30000,40000,35000
F,50,2,35000,45000,40000
F,48,2,30000,40000,35000
F,57,2,32000,42000,37000
F,52,2,32000,42000,37000
F,42,2,32000,42000,37000
F,31,2,30000,40000,35000
F,53,2,32000,42000,37000
F,42,2,32000,42000,37000
F,64,2,30000,45000,37500
F,45,2,30000,40000,35000
F,41,2,30000,40000,35000
F,43,2,32000,42000,37000
F,55,2,32000,42000,37000
F,49,2,30000,45000,37500
F,55,2,35000,45000,40000
F,29,2,30000,40000,35000
F,60,2,35000,45000,40000
F,34,2,30000,40000,35000
F,51,2,32000,42000,37000
F,56,2,35000,45000,40000
F,52,2,32000,42000,37000
F,27,2,30000,38000,34000
F,48,2,30000,40000,35000
F,36,2,30000,40000,35000
F,60,2,35000,45000,40000
F,58,2,30000,45000,37500
F,34,2,30000,40000,35000
F,64,2,30000,45000,37500
F,57,2,35000,45000,40000
F,48,2,30000,40000,35000
F,55,2,35000,45000,40000
F,46,2,32000,42000,37000
F,41,2,32000,42000,37000
F,38,2,30000,40000,35000
F,36,2,30000,40000,35000
F,61,2,35000,45000,40000
F,35,2,30000,40000,35000
F,38,2,30000,40000,35000
F,55,2,33000,45000,39000
F,44,2,32000,42000,37000
F,32,2,30000,40000,35000
F,51,2,32000,42000,37000
F,40,2,30000,40000,35000
F,30,2,30000,40000,35000
F,50,2,32000,42000,37000
F,38,2,30000,40000,35000
F,50,2,35000,45000,40000
F,39,2,30000,40000,35000
F,28,2,30000,40000,35000
F,33,2,30000,40000,35000
F,31,2,30000,40000,35000
F,49,2,32000,42000,37000
F,65,2,30000,45000,37500
F,47,2,30000,40000,35000
F,64,2,30000,40000,35000
F,51,2,35000,45000,40000
F,41,2,32000,42000,37000
F,41,2,32000,42000,37000
F,28,2,30000,38000,34000
F,64,2,30000,45000,37500
F,42,2,30000,40000,35000
F,54,2,35000,45000,40000
F,28,2,30000,38000,34000
F,39,2,30000,40000,35000
F,65,2,30000,40000,35000
F,41,2,32000,42000,37000
F,46,2,32000,42000,37000
F,43,2,30000,40000,35000
F,52,2,30000,40000,35000
F,58,2,35000,45000,40000
F,59,2,35000,45000,40000
F,32,2,30000,40000,35000
F,43,2,30000,40000,35000
F,29,2,30000,40000,35000
F,57,2,32000,42000,37000
F,42,2,30000,40000,35000
F,51,2,32000,42000,37000
F,50,2,30000,40000,35000
F,31,2,30000,40000,35000
F,30,2,30000,40000,35000
F,56,2,35000,45000,40000
F,40,2,30000,40000,35000
F,47,2,30000,40000,35000
F,30,2,30000,40000,35000
F,36,2,30000,40000,35000
F,37,2,30000,40000,35000
F,53,2,35000,45000,40000
F,63,2,30000,40000,35000
F,29,2,30000,40000,35000
F,55,2,35000,45000,40000
F,57,2,35000,45000,40000
F,43,2,32000,42000,37000
F,38,2,30000,40000,35000
F,36,2,30000,40000,35000
F,64,2,32000,42000,37000
F,41,2,30000,40000,35000
F,47,2,30000,40000,35000
F,63,2,32000,42000,37000
F,57,2,32000,42000,37000
F,60,2,35000,45000,40000
F,31,2,30000,40000,35000
F,33,2,30000,40000,35000
F,25,2,28000,38000,33000
F,35,2,30000,40000,35000
F,62,2,32000,42000,37000
F,32,2,30000,40000,35000
F,63,2,35000,45000,40000
F,44,2,32000,42000,37000
F,42,2,32000,42000,37000
F,37,2,30000,40000,35000
F,56,2,35000,45000,40000
F,45,2,32000,42000,37000
F,44,2,30000,40000,35000
F,33,2,30000,40000,35000
F,35,2,30000,40000,35000
F,51,2,35000,45000,40000
F,29,2,30000,40000,35000
F,32,2,30000,40000,35000
F,61,2,32000,42000,37000
F,55,2,35000,45000,40000
F,44,2,30000,40000,35000
F,47,2,32000,42000,37000
F,29,2,30000,40000,35000
F,26,2,28000,35000,31500
F,47,2,32000,42000,37000
F,64,2,30000,40000,35000
F,61,2,30000,40000,35000
F,58,2,32000,42000,37000
F,58,2,35000,45000,40000
F,31,2,30000,40000,35000
F,32,2,30000,40000,35000
F,28,2,30000,40000,35000
F,26,2,28000,38000,33000
F,51,2,35000,45000,40000
F,38,2,30000,40000,35000
F,49,2,32000,42000,37000
F,30,2,30000,40000,35000
F,52,2,35000,45000,40000
F,60,2,35000,45000,40000
F,64,2,32000,42000,37000
F,56,2,32000,42000,37000
F,53,2,35000,45000,40000
F,27,2,30000,40000,35000
F,64,2,30000,45000,37500
F,38,2,30000,40000,35000
F,56,2,35000,45000,40000
F,62,2,30000,40000,35000
F,63,2,30000,45000,37500
F,48,2,32000,42000,37000
F,63,2,30000,40000,35000
F,45,2,30000,40000,35000
F,38,2,30000,40000,35000
F,33,2,30000,40000,35000
F,32,2,30000,40000,35000
F,58,2,35000,45000,40000
F,63,2,35000,45000,40000
F,56,2,30000,40000,35000
F,59,2,35000,45000,40000
F,59,2,32000,42000,37000
F,59,2,35000,45000,40000
F,43,2,30000,40000,35000
F,42,2,32000,42000,37000
F,28,2,30000,40000,35000
F,50,2,32000,42000,37000
F,46,2,30000,40000,35000
F,39,2,32000,42000,37000
F,50,2,30000,40000,35000
F,57,2,32000,42000,37000
F,59,2,35000,45000,40000
F,41,2,32000,42000,37000
F,53,2,32000,42000,37000
F,47,2,32000,42000,37000
F,55,2,32000,42000,37000
F,60,2,35000,45000,40000
F,60,2,35000,45000,40000
F,55,2,35000,45000,40000
F,50,3,30000,40000,35000
F,45,3,30000,40000,35000
F,25,3,28000,35000,31500
F,38,3,30000,40000,35000
F,55,3,30000,40000,35000
F,34,3,30000,40000,35000
F,65,3,30000,40000,35000
F,64,3,30000,40000,35000
F,34,3,30000,40000,35000
F,65,3,30000,40000,35000
F,31,3,30000,38000,34000
F,49,3,30000,40000,35000
F,54,3,30000,40000,35000
F,54,3,32000,42000,37000
F,44,3,30000,40000,35000
F,36,3,30000,40000,35000
F,59,3,30000,40000,35000
F,55,3,30000,40000,35000
F,25,3,28000,38000,33000
F,52,3,30000,40000,35000
F,43,3,30000,40000,35000
F,31,3,28000,38000,33000
F,34,3,30000,40000,35000
F,56,3,30000,40000,35000
F,31,3,30000,40000,35000
F,55,3,30000,40000,35000
F,63,3,32000,42000,37000
F,49,3,30000,40000,35000
F,61,3,30000,40000,35000
F,63,3,30000,40000,35000
F,35,3,30000,40000,35000
F,30,3,28000,38000,33000
F,51,3,30000,40000,35000
F,33,3,30000,38000,34000
F,37,3,30000,40000,35000
F,28,3,30000,38000,34000
F,60,3,30000,40000,35000
F,35,3,30000,40000,35000
F,60,3,30000,40000,35000
F,55,3,30000,40000,35000
F,62,3,30000,40000,35000
F,55,3,30000,40000,35000
F,59,3,30000,40000,35000
F,55,3,30000,40000,35000
F,61,3,30000,40000,35000
F,42,3,30000,40000,35000
F,46,3,30000,40000,35000
F,38,3,30000,40000,35000
F,27,3,30000,38000,34000
F,50,3,30000,40000,35000
F,37,3,30000,40000,35000
F,28,3,28000,38000,33000
F,31,3,30000,40000,35000
F,34,3,30000,40000,35000
F,54,3,30000,40000,35000
F,65,3,30000,40000,35000
F,49,3,30000,40000,35000
F,37,3,30000,40000,35000
F,28,3,28000,38000,33000
F,54,3,30000,40000,35000
F,31,3,30000,40000,35000
F,50,3,30000,40000,35000
F,41,3,30000,40000,35000
F,25,3,28000,38000,33000
F,32,3,30000,40000,35000
F,49,3,30000,40000,35000
F,32,3,30000,40000,35000
F,50,3,30000,40000,35000
F,58,3,32000,42000,37000
F,59,3,30000,40000,35000
F,44,3,30000,40000,35000
F,46,3,30000,40000,35000
F,39,3,30000,40000,35000
F,48,3,30000,40000,35000
F,41,3,30000,40000,35000
F,49,3,30000,40000,35000
F,30,3,30000,38000,34000
F,36,3,30000,40000,35000
F,56,3,30000,40000,35000
F,55,3,30000,40000,35000
F,31,3,30000,40000,35000
F,43,3,30000,40000,35000
F,54,3,30000,40000,35000
F,62,3,30000,40000,35000
F,65,3,30000,40000,35000
F,32,3,30000,40000,35000
F,63,3,30000,40000,35000
F,63,3,32000,42000,37000
F,30,3,30000,40000,35000
F,40,3,30000,40000,35000
F,63,3,30000,40000,35000
F,37,3,30000,40000,35000
F,51,3,30000,40000,35000
F,34,3,30000,40000,35000
F,29,3,30000,38000,34000
F,45,3,30000,40000,35000
F,43,3,30000,40000,35000
F,30,3,30000,38000,34000
F,44,3,30000,40000,35000
F,32,3,30000,40000,35000
F,43,3,30000,40000,35000
F,27,3,30000,38000,34000
F,53,3,30000,40000,35000
F,33,3,30000,40000,35000
F,64,3,30000,40000,35000
F,25,3,28000,35000,31500
F,61,3,32000,42000,37000
F,43,3,30000,40000,35000
F,53,3,30000,40000,35000
F,49,3,30000,40000,35000
F,64,3,30000,40000,35000
F,32,3,30000,40000,35000
F,45,3,30000,40000,35000
F,28,3,30000,38000,34000
F,44,3,30000,40000,35000
F,27,3,28000,38000,33000
F,40,3,30000,40000,35000
F,36,3,30000,40000,35000
F,44,3,30000,40000,35000
F,59,3,30000,40000,35000
F,30,3,30000,40000,35000
F,60,3,30000,40000,35000
F,59,3,30000,40000,35000
F,53,3,30000,40000,35000
F,32,3,30000,40000,35000
F,35,3,30000,40000,35000
F,55,3,30000,40000,35000
F,38,3,30000,40000,35000
F,30,3,30000,38000,34000
F,62,3,30000,40000,35000
F,30,3,30000,38000,34000
F,32,3,30000,40000,35000
F,33,3,30000,38000,34000
F,40,3,30000,40000,35000
F,34,3,30000,40000,35000
F,42,3,30000,40000,35000
F,50,3,30000,40000,35000
F,64,3,30000,40000,35000
F,47,3,30000,40000,35000
F,60,3,30000,40000,35000
F,38,3,30000,40000,35000
F,32,3,30000,40000,35000
F,31,3,30000,40000,35000
F,41,3,30000,40000,35000
F,29,3,30000,38000,34000
F,54,3,32000,42000,37000
F,52,3,30000,40000,35000
F,36,3,30000,38000,34000
F,41,3,30000,40000,35000
F,47,3,30000,40000,35000
F,49,3,30000,40000,35000
F,45,3,30000,40000,35000
F,45,3,30000,40000,35000
F,33,3,30000,40000,35000
F,45,3,30000,40000,35000
F,38,3,30000,40000,35000
F,26,3,28000,38000,33000
F,40,3,30000,40000,35000
F,32,3,30000,40000,35000
F,57,3,32000,42000,37000
F,51,3,30000,40000,35000
F,27,3,28000,38000,33000
F,39,3,30000,40000,35000
F,46,3,30000,40000,35000
F,49,3,30000,40000,35000
F,53,3,30000,40000,35000
F,50,3,30000,40000,35000
F,29,3,30000,40000,35000
F,59,3,30000,40000,35000
F,31,3,30000,40000,35000
F,38,3,30000,40000,35000
F,48,3,30000,40000,35000
F,51,3,30000,40000,35000
F,32,3,30000,40000,35000
F,41,3,30000,40000,35000
F,49,3,30000,40000,35000
F,55,3,35000,45000,40000
F,33,3,30000,38000,34000
F,49,3,30000,40000,35000
F,39,3,30000,40000,35000
F,27,3,30000,38000,34000
F,62,3,30000,40000,35000
F,63,3,32000,42000,37000
F,37,3,30000,40000,35000
F,30,3,30000,40000,35000
F,63,3,30000,40000,35000
F,38,3,30000,40000,35000
F,62,3,30000,40000,35000
F,46,3,30000,40000,35000
F,44,3,30000,40000,35000
F,38,3,30000,40000,35000
F,42,3,30000,40000,35000
F,42,3,30000,40000,35000
F,36,3,30000,40000,35000
F,64,3,30000,40000,35000
F,55,3,30000,40000,35000
F,41,3,30000,40000,35000
F,30,3,30000,38000,34000
F,40,3,30000,40000,35000
F,54,3,30000,40000,35000
F,30,3,28000,38000,33000
F,52,3,30000,40000,35000
F,28,3,30000,38000,34000
F,65,3,30000,40000,35000
F,29,3,30000,38000,34000
F,29,3,30000,38000,34000
F,27,3,28000,38000,33000
F,29,3,30000,38000,34000
F,36,3,30000,40000,35000
F,41,3,30000,40000,35000
F,38,3,30000,40000,35000
F,45,3,30000,40000,35000
F,36,3,30000,40000,35000
F,49,3,32000,42000,37000
F,63,3,30000,40000,35000
F,59,3,30000,40000,35000
F,45,3,30000,40000,35000
F,31,3,30000,40000,35000
F,35,3,30000,40000,35000
F,40,3,30000,40000,35000
F,55,3,30000,40000,35000
F,29,3,30000,38000,34000
F,56,3,30000,40000,35000
F,49,3,32000,42000,37000
F,26,3,28000,38000,33000
F,30,3,30000,38000,34000
F,33,3,30000,38000,34000
F,36,3,30000,40000,35000
F,39,3,30000,40000,35000
F,37,3,30000,40000,35000
F,53,3,30000,40000,35000
F,46,3,30000,40000,35000
F,33,3,30000,40000,35000
F,64,3,30000,40000,35000
F,40,3,30000,40000,35000
F,48,3,30000,40000,35000
F,44,3,30000,40000,35000
F,60,3,30000,40000,35000
F,62,3,30000,40000,35000
F,32,3,30000,40000,35000
F,56,3,30000,40000,35000
F,54,3,30000,40000,35000
F,37,3,30000,40000,35000
F,28,3,30000,38000,34000
F,30,3,28000,38000,33000
F,56,3,30000,40000,35000
F,35,3,30000,40000,35000
F,62,3,30000,40000,35000
F,52,3,32000,42000,37000
F,48,3,30000,40000,35000
F,37,3,30000,40000,35000
F,30,3,30000,38000,34000
F,63,3,30000,40000,35000
F,55,3,30000,40000,35000
F,29,3,30000,38000,34000
F,54,3,30000,40000,35000
F,57,3,30000,40000,35000
F,60,3,30000,40000,35000
F,62,3,30000,40000,35000
F,39,3,30000,40000,35000
F,36,3,30000,38000,34000
F,54,3,30000,40000,35000
F,30,3,28000,38000,33000
F,52,3,30000,40000,35000
F,34,3,30000,40000,35000
F,60,3,30000,40000,35000
F,42,3,30000,40000,35000
F,48,3,30000,40000,35000
F,61,3,30000,40000,35000
F,47,3,30000,40000,35000
F,33,3,30000,40000,35000
F,49,3,30000,40000,35000
F,27,3,28000,38000,33000
F,42,3,30000,40000,35000
F,30,3,30000,38000,34000
F,39,3,30000,40000,35000
F,51,3,30000,40000,35000
F,51,3,30000,40000,35000
F,34,3,30000,38000,34000
F,27,3,28000,38000,33000
F,46,3,30000,40000,35000
F,50,3,30000,40000,35000
F,43,3,30000,40000,35000
F,57,3,30000,40000,35000
F,62,3,30000,40000,35000
F,65,3,30000,40000,35000
F,50,3,30000,40000,35000
F,55,3,30000,40000,35000
F,55,3,30000,40000,35000
F,42,3,30000,40000,35000
F,35,3,30000,40000,35000
F,35,3,30000,40000,35000
F,61,3,32000,42000,37000
F,39,3,30000,40000,35000
F,65,3,30000,40000,35000
F,50,3,30000,40000,35000
F,55,3,32000,42000,37000
F,35,3,30000,40000,35000
F,57,3,30000,40000,35000
F,39,3,30000,40000,35000
F,25,4,30000,35000,32500
F,27,4,30000,35000,32500
F,46,4,30000,40000,35000
F,30,4,30000,35000,32500
F,29,4,30000,40000,35000
F,29,4,30000,38000,34000
F,37,4,30000,40000,35000
F,42,4,30000,40000,35000
F,61,4,35000,45000,40000
F,52,4,35000,45000,40000
F,34,4,30000,40000,35000
F,64,4,30000,40000,35000
F,51,4,35000,45000,40000
F,29,4,30000,38000,34000
F,26,4,28000,35000,31500
F,38,4,30000,40000,35000
F,52,4,35000,45000,40000
F,52,4,35000,45000,40000
F,42,4,30000,40000,35000
F,56,4,35000,45000,40000
F,51,4,35000,45000,40000
F,49,4,30000,40000,35000
F,25,4,28000,35000,31500
F,57,4,35000,45000,40000
F,44,4,30000,40000,35000
F,44,4,30000,40000,35000
F,50,4,35000,45000,40000
F,30,4,30000,40000,35000
F,45,4,30000,40000,35000
F,39,4,30000,40000,35000
F,37,4,30000,40000,35000
F,57,4,35000,45000,40000
F,34,4,30000,40000,35000
F,58,4,35000,45000,40000
F,36,4,30000,40000,35000
F,35,4,30000,40000,35000
F,59,4,35000,45000,40000
F,34,4,30000,40000,35000
F,40,4,30000,40000,35000
F,63,4,30000,40000,35000
F,54,4,30000,40000,35000
F,45,4,30000,40000,35000
F,41,4,30000,40000,35000
F,25,4,28000,35000,31500
F,37,4,30000,40000,35000
F,55,4,35000,45000,40000
F,28,4,30000,35000,32500
F,26,4,30000,35000,32500
F,44,4,32000,40000,36000
F,47,4,32000,40000,36000
F,55,4,35000,45000,40000
F,29,4,30000,38000,34000
F,61,4,35000,45000,40000
F,28,4,30000,35000,32500
F,56,4,35000,45000,40000
F,52,4,35000,45000,40000
F,62,4,35000,45000,40000
F,53,4,35000,45000,40000
F,30,4,30000,40000,35000
F,46,4,30000,40000,35000
F,33,4,30000,40000,35000
F,50,4,32000,42000,37000
F,35,4,30000,40000,35000
F,32,4,30000,40000,35000
F,42,4,30000,40000,35000
F,25,4,28000,35000,31500
F,39,4,30000,40000,35000
F,32,4,30000,38000,34000
F,54,4,35000,45000,40000
F,65,4,30000,40000,35000
F,43,4,30000,40000,35000
F,58,4,35000,45000,40000
F,53,4,35000,45000,40000
F,31,4,30000,40000,35000
F,51,4,35000,45000,40000
F,51,4,35000,45000,40000
F,43,4,32000,42000,37000
F,57,4,35000,45000,40000
F,53,4,32000,42000,37000
F,39,4,30000,40000,35000
F,45,4,30000,40000,35000
F,41,4,30000,40000,35000
F,43,4,30000,40000,35000
F,41,4,30000,40000,35000
F,58,4,35000,45000,40000
F,51,4,35000,45000,40000
F,57,4,35000,45000,40000
F,39,4,30000,40000,35000
F,29,4,30000,35000,32500
F,46,4,32000,42000,37000
F,49,4,30000,40000,35000
F,35,4,30000,40000,35000
F,29,4,30000,35000,32500
F,40,4,30000,40000,35000
F,58,4,35000,45000,40000
F,56,4,35000,45000,40000
F,43,4,30000,40000,35000
F,48,4,30000,40000,35000
F,47,4,32000,40000,36000
F,28,4,30000,38000,34000
F,28,4,30000,35000,32500
F,42,4,30000,40000,35000
F,30,4,30000,40000,35000
F,62,4,35000,45000,40000
F,63,4,35000,45000,40000
F,30,4,30000,38000,34000
F,43,4,30000,40000,35000
F,47,4,30000,40000,35000
F,48,4,30000,40000,35000
F,53,4,35000,45000,40000
F,28,4,30000,35000,32500
F,61,4,35000,45000,40000
F,26,4,28000,35000,31500
F,47,4,30000,40000,35000
F,58,4,35000,45000,40000
F,46,4,32000,42000,37000
F,61,4,35000,45000,40000
F,34,4,30000,40000,35000
F,32,4,30000,38000,34000
F,62,4,32000,42000,37000
F,65,4,30000,40000,35000
F,46,4,32000,40000,36000
F,54,4,30000,40000,35000
F,43,4,30000,40000,35000
F,31,4,30000,40000,35000
F,41,4,30000,40000,35000
F,32,4,30000,40000,35000
F,38,4,30000,40000,35000
F,33,4,30000,40000,35000
F,61,4,35000,45000,40000
F,54,4,35000,45000,40000
F,49,4,30000,40000,35000
F,63,4,30000,40000,35000
F,31,4,30000,38000,34000
F,63,4,30000,40000,35000
F,61,4,32000,42000,37000
F,54,4,30000,40000,35000
F,38,4,30000,40000,35000
F,65,4,35000,45000,40000
F,61,4,35000,45000,40000
F,35,4,30000,40000,35000
F,43,4,30000,40000,35000
F,51,4,30000,40000,35000
F,26,4,28000,35000,31500
F,50,4,30000,40000,35000
F,56,4,30000,40000,35000
F,30,4,30000,40000,35000
F,38,4,30000,40000,35000
F,35,4,30000,40000,35000
F,40,4,32000,40000,36000
F,50,4,30000,40000,35000
F,50,4,35000,45000,40000
F,58,4,35000,45000,40000
F,33,4,30000,38000,34000
F,32,4,30000,40000,35000
F,29,4,30000,38000,34000
F,57,4,35000,45000,40000
F,34,4,30000,40000,35000
F,37,4,30000,40000,35000
F,49,4,30000,40000,35000
F,43,4,33000,42000,37500
F,39,4,30000,40000,35000
F,57,4,35000,45000,40000
F,39,4,30000,40000,35000
F,64,4,35000,45000,40000
F,53,4,35000,45000,40000
F,62,4,35000,45000,40000
F,51,4,35000,45000,40000
F,43,4,30000,40000,35000
F,29,4,30000,38000,34000
F,35,4,30000,40000,35000
F,26,4,28000,35000,31500
F,30,4,30000,40000,35000
F,49,4,30000,40000,35000
F,59,4,35000,45000,40000
F,34,4,30000,40000,35000
F,59,4,35000,45000,40000
F,30,4,30000,40000,35000
F,63,4,30000,40000,35000
F,33,4,30000,38000,34000
F,62,4,35000,45000,40000
F,58,4,35000,45000,40000
F,46,4,32000,40000,36000
F,47,4,30000,40000,35000
F,57,4,35000,45000,40000
F,43,4,30000,40000,35000
F,58,4,35000,45000,40000
F,40,4,30000,40000,35000
F,58,4,35000,45000,40000
F,34,4,32000,40000,36000
F,63,4,35000,45000,40000
F,65,4,30000,40000,35000
F,49,4,30000,40000,35000
F,42,4,30000,40000,35000
F,54,4,35000,45000,40000
F,44,4,30000,40000,35000
F,65,4,30000,40000,35000
F,47,4,30000,40000,35000
F,60,4,35000,45000,40000
F,44,4,30000,40000,35000
F,37,4,30000,40000,35000
F,35,4,30000,40000,35000
F,29,4,30000,40000,35000
F,60,4,35000,45000,40000
F,44,4,30000,40000,35000
F,57,4,35000,45000,40000
F,43,4,30000,40000,35000
F,27,4,28000,35000,31500
F,64,4,35000,45000,40000
F,47,4,30000,40000,35000
F,60,4,35000,45000,40000
F,46,4,30000,40000,35000
F,58,4,35000,45000,40000
F,42,4,30000,40000,35000
F,28,4,30000,35000,32500
F,27,4,30000,38000,34000
F,52,4,35000,45000,40000
F,63,4,30000,40000,35000
F,65,4,30000,40000,35000
F,59,4,35000,45000,40000
F,58,4,35000,45000,40000
F,49,4,35000,45000,40000
F,31,4,30000,40000,35000
F,27,4,30000,38000,34000
F,28,4,30000,35000,32500
F,45,4,30000,40000,35000
F,38,4,30000,40000,35000
F,60,4,35000,45000,40000
F,53,4,35000,45000,40000
F,60,4,35000,45000,40000
F,58,4,35000,45000,40000
F,35,4,30000,40000,35000
F,43,4,35000,45000,40000
F,63,4,32000,40000,36000
F,40,4,30000,40000,35000
F,27,4,30000,38000,34000
F,30,4,30000,40000,35000
F,59,4,35000,45000,40000
F,52,4,35000,45000,40000
F,35,4,32000,40000,36000
F,26,4,28000,35000,31500
F,29,4,30000,38000,34000
F,40,4,30000,40000,35000
F,33,4,30000,40000,35000
F,65,4,35000,45000,40000
F,61,4,35000,45000,40000
F,59,4,35000,45000,40000
F,46,4,30000,40000,35000
F,25,4,30000,35000,32500
F,50,4,35000,45000,40000
F,48,4,35000,45000,40000
F,30,4,30000,40000,35000
F,65,4,35000,45000,40000
F,36,4,30000,40000,35000
F,51,4,35000,45000,40000
F,29,4,30000,35000,32500
F,64,4,30000,40000,35000
F,57,4,32000,42000,37000
F,60,4,35000,45000,40000
F,48,4,30000,40000,35000
F,53,4,30000,40000,35000
F,37,4,30000,40000,35000
F,40,4,30000,40000,35000
F,61,4,35000,45000,40000
F,28,4,30000,35000,32500
F,56,4,35000,45000,40000
F,42,4,30000,40000,35000
F,50,4,35000,45000,40000
F,40,4,30000,40000,35000
F,64,4,30000,40000,35000
F,57,4,35000,45000,40000
F,30,4,30000,38000,34000
F,44,4,32000,42000,37000
F,54,4,35000,45000,40000
F,56,4,35000,45000,40000
F,63,4,35000,45000,40000
F,43,4,30000,40000,35000
F,61,4,35000,45000,40000
F,32,4,30000,38000,34000
F,26,4,28000,35000,31500
F,48,4,30000,40000,35000
F,53,4,35000,45000,40000
F,56,4,35000,45000,40000
F,27,4,30000,35000,32500
F,46,4,30000,40000,35000
F,62,4,35000,45000,40000
F,44,4,32000,42000,37000
F,37,4,30000,40000,35000
F,28,4,30000,35000,32500
F,26,4,30000,35000,32500
F,42,4,30000,40000,35000
F,32,4,30000,40000,35000
F,35,4,30000,40000,35000
F,55,4,35000,45000,40000
F,28,4,30000,35000,32500
F,55,4,35000,45000,40000
F,48,4,30000,40000,35000
F,60,4,35000,45000,40000
F,31,4,32000,40000,36000
F,33,4,30000,40000,35000
F,47,5,45000,65000,55000
F,52,5,40000,60000,50000
F,61,5,40000,60000,50000
F,31,5,35000,45000,40000
F,62,5,40000,60000,50000
F,31,5,35000,45000,40000
F,54,5,40000,60000,50000
F,61,5,40000,60000,50000
F,47,5,40000,60000,50000
F,48,5,40000,60000,50000
F,32,5,35000,45000,40000
F,41,5,40000,55000,47500
F,39,5,35000,50000,42500
F,33,5,35000,45000,40000
F,65,5,40000,60000,50000
F,56,5,40000,60000,50000
F,34,5,35000,45000,40000
F,46,5,40000,55000,47500
F,37,5,35000,45000,40000
F,41,5,40000,55000,47500
F,48,5,40000,60000,50000
F,43,5,40000,55000,47500
F,28,5,35000,45000,40000
F,42,5,35000,55000,45000
F,39,5,35000,55000,45000
F,46,5,40000,60000,50000
F,35,5,35000,45000,40000
F,28,5,35000,45000,40000
F,60,5,40000,60000,50000
F,29,5,35000,45000,40000
F,48,5,40000,60000,50000
F,48,5,45000,65000,55000
F,29,5,35000,45000,40000
F,65,5,40000,60000,50000
F,49,5,40000,60000,50000
F,52,5,40000,60000,50000
F,57,5,40000,60000,50000
F,63,5,40000,60000,50000
F,26,5,30000,45000,37500
F,28,5,35000,45000,40000
F,33,5,35000,45000,40000
F,61,5,35000,55000,45000
F,55,5,40000,60000,50000
F,56,5,40000,60000,50000
F,41,5,40000,55000,47500
F,48,5,40000,60000,50000
F,36,5,35000,45000,40000
F,25,5,30000,40000,35000
F,25,5,30000,40000,35000
F,46,5,40000,60000,50000
F,44,5,40000,55000,47500
F,36,5,35000,45000,40000
F,41,5,40000,55000,47500
F,44,5,40000,60000,50000
F,26,5,30000,40000,35000
F,35,5,35000,45000,40000
F,59,5,40000,60000,50000
F,32,5,35000,45000,40000
F,61,5,40000,60000,50000
F,53,5,40000,60000,50000
F,27,5,35000,45000,40000
F,57,5,40000,60000,50000
F,55,5,40000,60000,50000
F,40,5,40000,55000,47500
F,57,5,40000,60000,50000
F,44,5,40000,55000,47500
F,34,5,35000,45000,40000
F,40,5,40000,55000,47500
F,63,5,40000,60000,50000
F,48,5,40000,60000,50000
F,53,5,40000,60000,50000
F,47,5,40000,60000,50000
F,54,5,40000,60000,50000
F,33,5,35000,45000,40000
F,65,5,35000,55000,45000
F,27,5,35000,45000,40000
F,49,5,40000,60000,50000
F,40,5,40000,55000,47500
F,57,5,40000,60000,50000
F,62,5,40000,60000,50000
F,46,5,40000,55000,47500
F,39,5,35000,50000,42500
F,58,5,40000,60000,50000
F,32,5,35000,45000,40000
F,35,5,35000,50000,42500
F,55,5,40000,60000,50000
F,56,5,40000,60000,50000
F,43,5,40000,55000,47500
F,29,5,35000,45000,40000
F,57,5,40000,60000,50000
F,44,5,40000,55000,47500
